7007.352 0.560605479041306 0.078118622222222 0.082528544444445 20.347788
7010.4 0.526333918293906 0.07257472 0.075094675555556 18.7676
7034.784 0.434188310443728 0.053801051111111 0.056321006666667 14.926096
7037.832 0.3800316446375 0.04762716 0.049013135555556 11.945908
7037.832 0.310944431182617 0.042713246666667 0.045989188888889 10.045908
7037.832 0.272537650946204 0.043469233333333 0.044981206666667 9.74590799999999
7040.88 0.334922560069751 0.044477215555556 0.045737193333333 11.26572
7101.84 0.3220229302662 0.04422522 0.0453592 10.66196
7196.328 0.295193329411001 0.043595231111111 0.044855208888889 9.97613200000001
7263.384 0.277122723005015 0.04309124 0.044351217777778 9.711996
7053.072 0.351921910813103 0.044351217777778 0.044855208888889 12.044968
6949.44 0.3752 0.0453592 0.046619177777778 13.17136
6809.232 0.394765769431975 0.045989188888889 0.047375164444445 14.060008
7040.88 0.334922560069751 0.048 0.048 11.26572
7101.84 0.3220229302662 0.048 0.048 10.66196
7196.328 0.295193329411001 0.048 0.048 9.97613200000001
7263.384 0.277122723005015 0.048 0.048 9.711996
7053.072 0.351921910813103 0.048 0.048 12.044968
6949.44 0.375249980681412 0.048 0.048 13.17136
6809.232 0.394765769431975 0.048 0.048 14.060008
